Rōmam; to Rome; 7
Rōmānus, -a, -um; Roman; 1
Rōmānī, -ōrum, m. pl.; the Romans; (Ill)
rota, -ae, f.; wheel; 15
russātus, -a, -um; red; 27
rūstica, vīlla, -ae, f., country house and farm; 1
rusticus, -ī, m.; peasant; 13
saepe, adv.; often; 2, 13
saltātrīx, saltātrīcis, f.; dancer; 21
saltō, -āre, -āvī, -ātūrus; to dance; 21
salūtō, -āre, -āvī, -ātus; to greet, welcome; 7
Salve!/Salvete!; Greetings! Hello!; 7
salvus, -a, -um; safe; 5
satis, adv., indeclinable substantive; enough; 23
	satis temporis; enough time; 23
scelestus, -a, -um; wicked; 10
sciō, -īre, -īvī, -itus; to know; 16
scrībō, scrībere, scrīpsī, scriptus; to write; 1, 24
sē; himself, herself, oneself, itself, themselves; 11, 27
secundus, -a, -um; second; 9
sed, conj.; but; 2
sedeō, sedēre, sēdī, sessūrus; to sit; 1, 21
semisomnus, -a, -um; half-asleep; 9
semper, adv.; always; 4, 13
senātor, senātōris, m.; senator; 7
sēnātus, -ūs, m.; Senate; 25
senex, senis, m., old man; (I)
septem; seven; 15
septimus, -a, -um; seventh; 13
sepulcrum, -ī, n.; tomb; 22
sequēns, sequentis; following; 25
sērō, adv.; late; 21
servō, -āre, -āvī, -ātus; to save; 26
servus, -ī, m.; slave; 3
sex, six 15
sī, conj.; if; 5
	sī vīs; if you wish, please; 26
signum, -ī, n.; sign; 27
silentium, -ī, n.; silence; 15
silva, -ae, f.; woods, forest; 5
simul, adv.; together, at the same time; 9, 13
simulac, conj.; as soon as; 24
simulō, -āre, -āvī, -ātus; to pretend; 21
sine, prep. + abl.; without; 26
soleō, solēre + infinitive; to be accustomed (to), be in the habit (of); 10
sollicitus, -a, -um; anxious, worried; 4
sōlus, -a, -um; alone; 3
somnium, -ī, n.; dream; 21
somnus, -ī, m.; sleep; 21
sonitus, -īis, m.; sound; 21, 25
sordidus, -a, -um; dirty; 19
soror, sororis, f.; sister; 11
spectātor, spectātōris, m.; spectator; 27
spectō, -āre, -āvī, -ātus; to watch, look at; 7
spīna, -ae, f.; barrier (of a racetrack); 27
statim, adv.; immediately; 5, 13
statua, -ae, f.; statue; 3
stercus, stercoris, n.; dung, manure; 21
stertō, stertere, stertuī; to snore; 25
stilus, -ī, m.; pen; 2 5
stō, stāre, stetī, statūrus; to stand; 10, 22
stola, -ae, f.; stola (a woman’s outer garment); 10
strēnuus, - a, -um; active, energetic; 2
strenuē, adv.; strermously, hard; 6, 13
strepitus, -ūs, m.; noise, clattering; 23, 25
stringō, stringere, strīnxī, strictus; to draw; 26
	gladium stringere; to draw a sword; 16
stultus, -a, -um; stupid, foolish; 23
stupeō, -ēre, -uī; to be amazed, gape; 23
sub, prep. + abl.; under, beneath; 1, 9
subitō, adv.; suddenly; 3, 13
suī, sibi, sē, sē; himself, herself, oneself, themselves 27
sum, esse, fuī, futūrus, irreg.; to be; 1, 14, 20, 21
sūmō, sūmere, sūmpsī, sūmptus; to take, take up, pick out; 22
sunt; (they) are; 2
suprā, adv.; above, on top; 21
suprā, prep. + acc.; also; 3
surgō, surgere, surrēxī, surrēctūrus; to get up, rise 6, 21
suus, -a, -um; his, her, one's, its, their (own); 9, 27
tabellarius, -ī, m.; courier; 13
taberna, -ae, f.; shop; 25
tablīnum, -ī, n.; study; 26
taceō, -ēre, -uī, -itus; to be quiet; 9
	Tacē!/Tacēte!; Be quiet!; 9
tacitē, adv.; silently; 9, 13
taedet, taedēre; it bores; 16
tālis, -is, -e; such, like this, of this kind; 23
tamen, adv.; however, nevertheless; 6, 13
tandem, adv.; at last, at length; 2, 13
tantus, -a, -um; so great, such a big; 24
tantum, adv.; only; 15
tardus, -a, -um; slow; 15
tē; (see tū), you; 4
temerārius, -a, -um; rash, reckless, bold; 5
temptō, -āre, -āvī, -ātus; to try; 9
tempus, temporis, n.; time; 2, 8, 12, 15
	brevī tempore; in a short time, soon; 2, 12
	eō ipsō tempore; at that very moment; 10
	satis temporis; enough time; 23
teneō, tenēre, tenuī, tentus; to hold; 9, 25
terra, -ae, f.; earth, ground; 26
terreō, -ēre, -uī, -itus; to frighten, terrify; 4
terror, terrōris, m., terror, fear; 22
tertius, -a, -um; third; 25
tibi; to you, for you; 19
timeō, -ēre, -uī; to fear, be afraid (to/of); 5
timidus, -a, -um; afraid, fearful, timid 21
toga, -ae, f.; toga; 8
toga praetexta, -ae, f.; toga with purple border; 10
tōtus, -a, -um; all, the whole; 21
trādō, trādere, trādidī, trāditus; to hand over; 7, 22
trahō, trahere, trāxī, tractus; to drag, pull; 6, 12, 25
	lānam trahere; to spin wool; 6
tremō, tremere, tremuī; to tremble; 21
trēs, trēs, tria; three; 13, 15
	tribus diēbus; in three days; 12, 13
Troia, -ae, f.; Troy; (I)
Troiānus, -a, -um; Trojan; (I)
Troiānī, -ōrum, m. pl.; the Trojans; (I)
tū (acc. tē); you (sing.); 4, 27
tulī; (see ferō);
tum, adv.; at that moment, then; 4, 13
tumultus, -ūs, m.; uproar, commotion; 25
tunica, -ae, f.; tunic; 8
turba, -ae, f.; crowd, mob; 23
tuus, -a, -um; your (sing.); 9, 27
ubi, conj.; where, when; 1, 5
Ubi. .. ? adv.; Where ... ?; 10, 12
Unde ... ? adv.; From where ... ?; 12
ūndecimus, -a, -um; eleventh; 17
undique, adv.; on all sides, from all sides; 23
ūnus, -a, -um; one; 15
urbs, urbis, gen. pl., urbium, f.; city; 7
ut, conj.; as; 16
uxor, uxoris, f.; wife; 11
valdē, adv.; very, very much, exceedingly; 19
Vale! Valēte!; Goodbye!; 9
vehementer, adv.; very much, violently, hard; 19
vehiculum, -ī, n.; vehicle; 13, 15
velle; (see volō)
venetus, -a, -um; blue; 27
veniō, venīre, vēnī, ventūrus; to come; 7, 20
verberō, -āre, -āvī, -ātus; to beat, whip; 11
verbōsus, -a, -um; talkative; 26
vertō, vertere, vertī, versus; to turn; 16
vesperī; in the evening; 18
vester, vestra, vestrum; your (pl.); 22, 27
vēstīgium, -ī, n.; track, footprint, trace; 12, 15
vetō, vetāre, vetuī, vetitus; to forbid; 26
vexō, -āre, -āvī, -ātus; to annoy; 4
via, -ae, f.; road, street; 10
Via Appia, -ae, f.; the Appian Way; 11
viātor, viātōris, m.; traveler; 18
vīcīnus, -a, -um; neighboring, adjacent; 1
victor, victōris, m.; conqueror, victor; 27
videō, vidēre, vīdī, vīsus; we see; 4, 21
vidētur; he/she/it seems; 21
vigilō, -āre, -āvī, -ātūrus; to stay awake; 19
vīlicus, -ī, m.; overseer, farm manager; 11
vīlla, -ae, f.; country house; 1
vīlla rūstica, -ae, f.; country house and farm; 1
vincō, vincere, vīcī, victus; to conquer, win; 27
vīnea, -ae, f.; vineyard; 12
vīnum, -ī, n.; wine; 25
vir, virī, m.; man, husband; 3, 11
	vir optime; sir; 20
virga, -ae, f.; stick, rod, switch; 13
vīs (from volō); you want; 6
vīsitō, -āre, -āvī, -ātus; to visit; 23
vītō, -āre, -āvī, -ātus; to avoid; 13
vix, adv.; scarcely, with difficulty; 24
vōbīs; to you, for you (pl.); 19
vocō, -āre, -āvī, -ātus; to call; 16
volō, velle, voluī, irreg.; to wish, want, be willing; 5, 17, 20, 21
sī vīs; if you wish, please; 26
vōs, you (pl.); 8
vox, vōcis, f.; voice 4
	magnā vōce; in a loud voice; 4
vult (from volō); (he/she) wishes, wants, is willing; 5, 17
