 -a, -um",adjective,"nearest, next",2.1,2.1,N/A,4,N/A
 -avi, -atum",verb,"(with dat. or ad + acc.) to approach; come near to, draw near (space/time)",1.3,2.1,N/A,1,N/A
"exigo, -ere, -egi, -actum",verb,"to drive out, push forth, thrust out, take out, expel; spend (time); demand; inquire; complete, spend",2.3,2.3,N/A,3,500
"exitus, -us (m.)",noun,"going out, exit, departure; end, conclusion, death",2.1,2.1,N/A,3,N/A
"explico, -are, -avi, atum (or -ui, -itum)",verb,"to unfold, extend; to set forth, explain",5.6,N/A,N/A,0,N/A
"exspecto or expecto, -are, -avi, -atum",verb,"to look out for, await, wait for",2.4,2.4,N/A,2,442
"exstinguo or extinguo, -ere, -nxi, -nctum",verb,"to put out, quench, extinguish, destroy",2.4,2.4,N/A,3,N/A
"extremus, -a, -um",adjective,"outermost, utmost, extreme, farthest, last",5.1,5.1,N/A,4,385
"fabula, -ae (f.)",noun,"story, fable; play",1.1,N/A,N/A,0,966
"facies, -ei (f.)",noun,"appearance, form, figure, shape, build",5.4,N/A,N/A,0,479
"facilis, -e",adjective,"easy to do, easy, without difficulty",3.4,3.4,N/A,1,451
"facio, -ere, feci, factum",verb,"to make, build, produce, compose; do, perform, make",1.1,2.1,N/A,8,32
"fama, -ae (f.)",noun,"report, rumor, saying, talk, tradition, reputation",5.1,5.1,N/A,2,278
"familia, -ae (f.)",noun,household,1.2,N/A,N/A,0,943
"fatalis, -e",adjective,"of fate, ordained by destiny, decreed, destined, fated, fatal",4.6,4.6,N/A,3,N/A
"fatum, -i (n.)",noun,"utterance, prophecy, oracle; destiny, fate",4.4,4.4,N/A,11,157
"faveo, -ere, favi, fautum",verb,"(with dat.) to favor, befriend, support",5.3,N/A,N/A,0,N/A
"felix, -icis",adjective,"fruitful, productive; bringing good-luck, favorable, fortunate, prosperous; lucky, happy, fortunate",5.6,5.6,N/A,1,309
"femina, -ae (f.)",noun,"female, woman",2.4,2.4,N/A,3,501
"fero, ferre, tuli, latum",verb,"to bear, carry, support, lift, hold, take up; report",1.2,2.1,N/A,11,45
"ferox, -ocis",adjective,"wild, bold; warlike; cruel; defiant, arrogant",5.3,N/A,N/A,0,N/A
"ferrum, -i (n.)",noun,iron,3.1,3.1,N/A,5,231
"ferus, -a, -um",adjective,"wild, untamed, uncultivated",3.6,N/A,N/A,0,222
"festino, -are, -avi, -atum",verb,to hurry,6.1,N/A,N/A,0,N/A
"fides, -ei (f.)",noun,"trust, faith, confidence, reliance, credence, belief",3.1,3.2,N/A,2,184
"figura, -ae (f.)",noun,"form, shape, figure",2.1,2.1,N/A,5,N/A
"filia, -ae (f.)",noun,daughter,5.4,5.4,N/A,1,909
"filius, -i (m.)",noun,son,5.4,5.4,N/A,1,909
"fingo, -ere, finxi, fictum",verb,"to touch, form, shape, fashion, make",3.1,3.1,N/A,3,721
"finis, -is (m. or f.)",noun,"that which divides, boundary, limit, border, end",1.3,2.2,N/A,3,236
"fio, fieri, factus sum",verb,"to happen, be done; become",4.6,4.6,N/A,2,146
"flamma, -ae (f.)",noun,"blazing fire, blaze, flame",1.4,2.2,N/A,6,298
"flecto, -ere, flexi, flexum",verb,"to bend, bow, curve, turn, turn round",2.1,2.1,N/A,3,N/A
"fleo, -ere, flevi, fletum",verb,"to weep, cry, shed tears, lament, wail",5.4,N/A,N/A,0,457
"flos, -oris (m.)",noun,"flower, blossom; youthful prime",6.2,N/A,N/A,0,818
"fluctus, -us (m.)",noun,"wave, flow, tide, surge",4.4,4.5,N/A,5,498
"flumen, -inis (n.)",noun,"a flowing, flood, stream, running water, river",3.4,N/A,N/A,0,283
"fluo, -ere, fluxi, fluxum",verb,to flow; proceed from,3.6,N/A,N/A,0,772
"for, fari, fatus sum",verb,"to speak, say",4.6,4.6,N/A,3,739
"forma, -ae (f.)",noun,"form, contour, figure, shape, appearance, looks",1.4,2.1,N/A,3,422
"formido, -inis (f.)",noun,"fearfulness, fear, terror, dread, awe",1.2,2.2,6.2,3,N/A
"fortis, -e",adjective,"strong, firm, stout, courageous, brave, valiant, bold, fearless",1.4,2.1,N/A,7,286
"fortuna, -ae (f.)",noun,"chance, luck, fate, fortune",1.3,2.1,N/A,2,138
"forum, -i (n.)",noun,"forum, market; the Forum (in Rome); court of justice",3.4,N/A,N/A,0,811
"frango, -ere, fregi, fractum",verb,"to break (in pieces), dash to pieces, shiver, shatter, fracture",1.4,2.1,N/A,2,345
"frater, -tris (m.)",noun,brother,2.3,2.3,N/A,3,225
"fuga, -ae (f.)",noun,"fleeing, flight, running away",1.4,2.1,N/A,6,364
"fugio, -ere, fugi, fugitum",verb,"to flee, fly, take flight, run away, make off",1.3,2.1,N/A,9,177
"furor, -oris (m.)",noun,"raving, rage, madness, fury, passion",4.6,4.6,N/A,1,466
"futurus, -a, -um",adjective,"going to be, yet to be, to come, future",2.4,2.4,N/A,6,N/A
"Gaius (or Caius), -i (m.)",noun (proper),"Gaius, a Roman male name (praenomen) abbreviated C.",2.1,2.1,N/A,9,N/A
"gaudeo, -ere, gavisus sum",verb,"to rejoice, be glad, be joyful, take pleasure, be pleased, delight",4.6,4.6,N/A,2,407
"gaudium, -i (n.)",noun,"joy, gladness, delight",2.1,4.5,N/A,1,727
"geminus, -a, -um",adjective,"born together, twin-born, twin; paired, double, twofold, both, two",4.6,4.6,N/A,3,N/A
"gemitus, -us (m.)",noun,"a sighing, sigh, groan, lamentation, complaint",2.4,2.4,6.2,4,N/A
"gens, gentis (f.)",noun,"race, clan, house",4.4,4.4,N/A,6,194
"genus, -eris (n.)",noun,"race, family, birth, descent, origin, sort, kind",3.4,3.4,N/A,4,170
"gero, -ere, gessi, gestum",verb,"to bear about, bear, carry, wear, have, hold, sustain",3.1,3.1,6.1,6,237
"gladiator, -oris (m.)",noun,gladiator,1.4,N/A,N/A,0,N/A
"gladius, -i (m.)",noun,sword,1.4,N/A,N/A,0,862
"gloria, -ae (f.)",noun,"glory, fame, renown, praise, honor",1.4,2.1,N/A,1,360
"gradus, -us (m.)",noun,"step, pace, gait, walk",2.4,2.4,N/A,3,577
"gratia, -ae (f.)",noun,"favor, regard, liking, love, friendship; charm, beauty, loveliness",1.4,2.1,N/A,3,380
"gratus, -a, -um",adjective,"beloved, dear, acceptable, pleasing, agreeable",3.6,3.6,N/A,2,434
"gravis, -e",adjective,"heavy, weighty, ponderous, burdensome, loaded, laden, burdened",1.1,2.2,6.1,5,140
"habeo, -ere, -ui, -itum",verb,"to have, hold, support, carry, wear",1.1,3.1,N/A,5,39
"habito, -are, -avi, -atum",verb,"to inhabit, dwell; to live, stay",1.3,N/A,N/A,0,N/A
"haereo, -ere, haesi, haesum",verb,"to stick, adhere, cling to; to hesitate; to be in difficulties",3.1,3.1,N/A,2,N/A
"Harpocras, -tis (m.)",noun (proper),a Greek male name,3.4,3.5,N/A,3,N/A
"hasta, -ae (f.)",noun,"staff, rod, pole; spear, javelin",4.6,4.6,N/A,5,N/A
"haurio, -ire, hausi, haustum",verb,"to draw up, draw out, draw; to drain, drink up, spill, shed",1.3,2.2,6.2,3,N/A
"Helvia, -ae (f.)",noun (proper),a Roman female name (nomen – name of a Roman gens),1.2,N/A,N/A,0,N/A
"herba, -ae (f.)",noun,"grass, herb",3.1,3.2,N/A,1,N/A
"hic, haec, hoc",pronoun/ adjective,this,1.1,2.1,N/A,53,7
"hiems, -emis (m.)",noun,"winter; cold, frost; storm, stormy weather",3.6,N/A,N/A,0,803
"historia, -ae (f.)",noun,"narrative of past events, history",1.4,2.2,N/A,3,N/A
"homo, -inis (m.)",noun,"human being, man, person",1.2,3.5,N/A,1,88
"honor (honos), -oris (m.)",noun,"honor, repute, esteem, reputation, praise, distinction",3.1,3.1,N/A,3,290
"hora, -ae (f.)",noun,hour; time; season,1.2,2.1,N/A,2,664
"horrendus, -a, -um",adjective,"dreadful, terrible, fearful, horrible",2.3,2.3,N/A,3,N/A
"horreo, -ere, -ui",verb,"to shudder (at), stand on end, stand erect, bristle, be rough",2.3,2.3,6.2,4,N/A
"hortus, -i (m.)",noun,garden; park (pl.),4.1,N/A,N/A,0,N/A
"hospes, -itis (m.)",noun,"guest, visitor; stranger; host",5.1,5.2,N/A,1,873
"hostis, -is (m.)",noun,"stranger, foreigner; enemy, foe, public enemy",1.3,4.6,N/A,2,93
"humanus, -a, -um",adjective,"of man, human",3.1,3.1,N/A,1,355
"iaceo, -ere, -cui, -citum",verb,"to lie down, be prostrate, lie at rest",1.3,2.1,6.2,4,228
"iacio, -ere, ieci, iactum",verb,to throw (away); establish; declare,4.1,N/A,N/A,0,899
"iacto, -are, -avi, -atum",verb,"to throw, cast, hurl",4.4,4.4,N/A,3,N/A
"ianua, -ae (f.)",noun,"door, entrance",4.1,N/A,N/A,0,N/A
"iatralipta or -es, -ae (m.)",noun,"doctor, especially one who uses massage and ointments",3.4,3.5,N/A,3,N/A
"idem, eadem, idem",pronoun/ adjective,the same,1.2,2.3,5.6,10,59
"ignavus, -a, -um",adjective,"lazy, idle; spiritless; cowardly, faint-hearted; ignoble",4.1,N/A,N/A,0,N/A
"ignis, -is (m.)",noun,fire,1.3,2.1,N/A,8,151
"ille, illa, illud",pronoun/ adjective,that,1.1,2.1,N/A,54,8
"imago, -inis (f.)",noun,"imitation, copy, image, likeness, statue, picture; ghost",3.1,3.1,N/A,5,754
"immineo (inm-), -ere",verb,"to project over, lean toward, hang down over, overhang, loom (over), threaten",2.1,2.1,N/A,3,N/A
"immortalis (inm-), -e",adjective,"immortal, undying",1.3,2.1,N/A,1,N/A
"impello (inp-), -ere, -puli, -pulsum",verb,"to strike against, push, drive, strike; set in motion, drive forward, move, urge on",2.3,2.3,N/A,3,N/A
"imperator, -oris (m.)",noun,"commander, leader, chief, director, ruler, general, emperor",3.4,3.4,N/A,4,723
"imperium, -i (n.)",noun,"command, order; supreme power, sway, dominion, empire",1.3,2.1,N/A,5,200
"impetus, -us (m.)",noun,"attack, assault, onset; violence, fury, rush, force",5.3,N/A,N/A,0,421
"implico (inp-), -are, -avi, -atum (or -ui, -itum)",verb,"to enfold, involve, entangle, envelop, encircle, embrace, clasp, grasp",3.1,3.1,6.2,4,N/A
"impono (inp-), -ere, -posui, -positum",verb,"to place upon, set on, impose, establish, introduce, set, place",1.3,2.2,N/A,2,437
"incendium, -i (n.)",noun,"fire; fiery heat; fiery passion, love, hostility; incendiary missile; (pl.) flames",1.4,2.2,N/A,1,N/A
"incertus, -a, -um",adjective,"not fixed, unsettled, undetermined; hesitating, undecided, doubtful, at a loss",2.1,2.1,N/A,5,N/A
"incido, -ere, -cidi",verb,"to fall in, fall, light, strike, reach, find the way",2.1,2.1,N/A,3,871
"incipio, -ere, -cepi, -ceptum",verb,"to take hold, take in hand, begin",2.3,2.3,N/A,4,411
"incito, -are, -avi, -atum",verb,"to enrage; urge on, incite; inspire",4.6,N/A,N/A,0,N/A
"induo, -ere, -ui, -utum",verb,"to put on, clothe, cover; to dress oneself in",1.2,2.2,N/A,2,N/A
"infans, -ntis",adjective,"speechless; (as a noun) little child, infant, baby",2.4,2.4,N/A,4,N/A
"infelix, -icis",adjective,"unfruitful, not fertile, barren; unfortunate, ill-fated, unhappy, miserable, unlucky",4.6,4.6,N/A,4,N/A
"inferus, -a, -um",adjective,"below, beneath, underneath, lower, of the lower world",5.3,N/A,N/A,0,428
"ingenium, -i (n.)",noun,"innate quality, nature, temperament, constitution, character",5.1,N/A,N/A,0,387
"ingens, -entis",adjective,"not natural, vast, huge, enormous, great, remarkable",2.3,2.3,N/A,10,202
"inimicus, -a, -um",adjective,"unfriendly, hostile, inimical; (as a noun) enemy",5.3,5.3,N/A,3,952
"initium, -i (n.)",noun,beginning; entrance,3.1,3.1,N/A,1,865
"iniuria, -ae (f.)",noun,"injustice, wrong, outrage, injury, insult",4.4,4.4,N/A,2,381
"inquam (defective verb, inquis, inquit, inquimus, inquiunt)",verb,to say,1.3,2.1,N/A,4,163
"insanus, -a, -um",adjective,"insane, unhealthy in mind",5.3,N/A,N/A,0,N/A
"inspicio, -ere, -spexi, -spectum",verb,"to examine, inspect; to consider, look into",4.6,4.6,N/A,1,N/A
"insula, -ae (f.)",noun,island; apartment building,5.1,N/A,N/A,0,908
"intellego, -ere, -exi, -ectum",verb,to understand; realize,5.3,N/A,N/A,0,512
"intendo, -ere, -di, -tum",verb,"to stretch out, reach forth, extend",3.1,3.1,N/A,3,895
"intentus, -a, -um",adjective,"eager, intent, attentive; strict; intense, strenuous; serious",2.3,2.3,N/A,1,N/A
"interficio, -ere, -feci, -fectum",verb,"to kill, destroy",5.4,N/A,N/A,0,699
"intro, -are, -avi, -atum",verb,"to go into, enter",5.1,5.2,N/A,2,766
"invenio, -ire, -veni, -ventum",verb,"to come upon, find, meet with, light upon",1.1,2.2,N/A,3,316
"invitus, -a, -um",adjective,"reluctant, unwilling; against one’s will",5.3,N/A,N/A,0,N/A
"ipse, -a, -um",pronoun/ adjective,"self, in person, himself, herself, itself, etc.",1.1,2.1,N/A,23,22
"ira, -ae (f.)",noun,"anger, wrath, rage, ire, passion, indignation",2.1,4.4,N/A,6,187
"iratus, -a, -um",adjective,"angry, angered; violent",5.3,N/A,N/A,0,N/A
"is, ea, id",pronoun/ adjective,"he, she, it; this, that, the",1.1,2.1,N/A,31,13
"iste, -a, -ud",pronoun/ adjective,"that, this, that of yours",1.2,5.2,6.2,3,81
"Italia, -ae (f.)",noun (proper),Italy,2.1,4.4,N/A,5,N/A
"iter, itineris (n.)",noun,"a going, walk, way, journey, passage, march, voyage",5.4,5.4,N/A,1,230
"iubeo, -ere, iussi, iussum",verb,"to order, give an order, bid, tell, command",1.2,2.1,5.6,10,84
"iudex, -icis (m.)",noun,judge; juror,5.3,N/A,N/A,0,839
"iugum, -i (n.)",noun,"yoke, collar; height, summit, ridge, chain of mountains",4.4,4.5,N/A,2,335
"Iulia, -ae (f.)",noun (proper),a Roman female name (nomen – name of a Roman gens),6.1,N/A,N/A,0,N/A
"Iuno, -onis (f.)",noun (proper),"Juno, queen of the gods, daughter of Saturn, sister and wife of Jupiter, goddess of marriage",4.4,4.4,N/A,4,N/A
"Iuppiter (Iupi-), Iovis (m.)",noun (proper),"Jupiter, Jove, king of the gods, son of Saturn, brother and husband of Juno, god of the sky",5.1,5.2,N/A,4,N/A
"ius, iuris (n.)",noun,"right, justice, duty, law",3.4,3.5,N/A,3,314
"iuvenis, -is (m. or f.)",noun,"young person, youth",2.4,2.4,N/A,2,277
"iuvo, -are, iuvi, iutum",verb,"to help, aid, assist, further, serve, support, benefit, delight, please",1.4,2.1,N/A,1,390
"labor, -i, lapsus sum",verb,"to glide, slide, move, fall, slip, float, pass, flow",5.1,5.1,N/A,3,N/A
"labor, -oris (m.)",noun,"labor, toil, exertion",2.1,4.4,N/A,3,201
"laboro, -are, -avi, -atum",verb,"to work; produce; be troubled, sick, oppressed, in distress",6.2,N/A,N/A,0,900
"lacrima (lacruma), -ae (f.)",noun,tear,5.1,5.2,N/A,4,354
"lacrimo, -are, -avi, -atum",verb,"to cry, shed tears",3.6,N/A,N/A,0,N/A
"laedo, -ere, -si, -sum",verb,"to hurt, wound, injure, damage",4.4,4.4,N/A,3,783
"laetitia, -ae (f.)",noun,"joy, happiness; source of joy, delight",4.1,N/A,N/A,0,N/A
"laetus, -a, -um",adjective,"happy, joyful, cheerful, glad, delighted, full of joy",2.1,4.5,N/A,1,262
"Laocoön, -ontis (m.)",noun (proper),"Laocoön, a Trojan prince and priest of Apollo, serving as the priest of Neptune in the last days of Troy",4.6,4.6,N/A,4,N/A
"lapis, -idis (m.)",noun,stone,2.1,2.1,N/A,3,840
"Latium, -i (n.)",noun (proper),"Latium, the region of Italy in which Rome was situated",4.4,4.4,N/A,6,N/A
"latus, -eris (n.)",noun,"side, flank",2.3,2.3,N/A,3,382
"laudo, -are, -avi, -atum",verb,"to praise, commend, honor, approve",5.3,N/A,N/A,0,435
"laus, laudis (f.)",noun,"praise, commendation, glory, fame, renown, esteem",5.3,N/A,N/A,0,444
"lavo, -are (or -ere), lavi, lautus (or lotus)",verb,"to wash, bathe",4.1,N/A,N/A,0,N/A
"lectus, -i (m.)",noun,"couch, bed",4.1,N/A,N/A,0,N/A
"legatus, -i (m.)",noun,"ambassador, legate",5.4,N/A,N/A,0,464
"legio, -onis (f.)",noun,"body of soldiers, legion",5.1,N/A,N/A,0,370
"lego, -ere, legi, lectum",verb,"to bring together, gather, choose; to read",1.4,2.1,6.1,8,419
"lentus, -a, -um",adjective,slow,3.1,3.2,N/A,1,N/A
"leo, leonis (m.)",noun,lion,3.4,N/A,N/A,0,N/A
"levis, -e",adjective,"light, not heavy",1.3,2.2,N/A,1,220
"lex, legis (f.)",noun,"law, bill, regulation, principle, rule",2.1,4.5,N/A,3,264
"liber, -bri (m.)",noun,"bark of a tree; paper, book",2.1,2.1,N/A,4,901
"liber, -era, -erum",adjective,"free, unrestricted, unrestrained, unimpeded, unshackled",3.6,N/A,N/A,0,229
"liberi, -orum (m. pl.)",noun,children,3.6,N/A,N/A,0,N/A
"libero, -are, -avi, -atum",verb,"to free; acquit, absolve; liberate, release",4.1,N/A,N/A,0,N/A
"liberta, -ae (f.)",noun,"freedwoman, freed person, formerly enslaved woman",3.4,3.5,N/A,3,N/A
"libertas, -atis (f.)",noun,"freedom, liberty, absence of restraint, permission",5.4,N/A,N/A,0,495
"libertus, -i (m.)",noun,"freedman, freed person, formerly enslaved man",3.1,3.2,N/A,3,N/A
"licet, -ere, licuit and licitum est",verb,"it is lawful, is allowed, is permitted; even if, although, notwithstanding",3.1,3.2,N/A,2,175
"limen, -inis (n.)",noun,"threshold, sill",1.4,2.2,6.2,4,516
"lingua, -ae (f.)",noun,"tongue; speech, language",4.6,4.6,N/A,2,732
"littera, -ae (f.)",noun,"letter (of the alphabet); (pl.) letter, epistle; literature, books, records, account",2.3,2.3,N/A,2,710
"litus, -oris (n.)",noun,"seashore, seaside, beach",1.3,2.1,6.1,8,245
"Livia, -ae (f.)",noun (proper),a Roman female name (nomen – name of a Roman gens),1.1,N/A,N/A,0,N/A
"locus or locum, -i (m.)",noun,"place, spot",1.2,2.1,N/A,9,62
"longus, -a, -um",adjective,"long, extended",1.3,2.1,N/A,8,142
"loquor, -i, locutus sum",verb,"to speak, talk, say, tell, mention, utter",5.1,5.2,N/A,1,310
"Lucilius, -i (m.)",noun (proper),a Roman male name (nomen – name of a Roman gens),1.2,N/A,N/A,0,N/A
"ludo, -ese, lusi, lusum",verb,"to play, mock, tease, trick",5.1,5.2,N/A,1,N/A
"ludus, -i (m.)",noun,"game, play, sport, pastime, entertainment, fun; school, elementary school",1.2,N/A,N/A,0,N/A
"lumen, -inis (n.)",noun,"light, daylight; brightness; day; life; eye",1.1,2.2,N/A,9,375
"luna, -ae (f.)",noun,moon; month,5.1,5.1,N/A,2,902
"lupus, -i (m.)",noun,wolf,4.1,N/A,N/A,0,N/A
"lux, lucis (f.)",noun,"light, brightness",5.1,5.1,N/A,1,299
"machina, -ae (f.)",noun,"machine, engine",4.6,4.6,N/A,3,N/A
"magister, -i (m.)",noun,"teacher, tutor, master, expert, chief; pilot of a ship",1.4,N/A,N/A,0,933
"magnus, -a, -um",adjective,"great, large",1.1,2.1,N/A,16,25
"malo, malle, malui",verb,"to prefer, incline toward, wish rather",1.4,2.1,N/A,2,598
"malum, -i (n.)",noun,"an evil, mischief, misfortune, calamity",2.1,2.1,N/A,5,N/A
"malus, -a, -um",adjective,"bad, not good, evil",3.6,N/A,N/A,0,227
"maneo, -ere, -nsi, -nsum",verb,"to stay, remain, abide, wait for, expect",1.4,2.1,N/A,6,357
"manus, -us (f.)",noun,hand; band (of soldiers),1.2,2.4,N/A,13,48
"mare, -is (n.)",noun,sea,1.3,2.1,N/A,8,125
"maritus, -i (m.)",noun,"married man, husband",4.1,N/A,N/A,0,654
"mater, -tris (f.)",noun,mother,1.3,2.1,N/A,8,127
"medicus, -i (m.)",noun,"doctor, surgeon",1.2,N/A,N/A,0,N/A
"medium, -i (n.)",noun,"middle, midst, center, interval, intervening space",3.1,3.2,N/A,3,N/A
"medius, -a, -um",adjective,"in the middle, in the midst, mid, mean, middle (of)",1.3,2.1,N/A,12,162
"membrum, -i (n.)",noun,"of the body, a limb, member",4.4,4.5,N/A,2,481
"memini, -isse",verb,"(a defective verb) to remember, recollect; (with gen.) think of, is mindful of",2.3,2.3,N/A,3,670
"memor, -oris",adjective,"mindful, remembering, heedful",4.4,4.4,N/A,3,N/A
"memoria, -ae (f.)",noun,"memory, recollection; history",3.1,3.1,N/A,1,627
"mens, mentis (f.)",noun,"mind, disposition, feeling, character, heart, soul",3.1,3.1,N/A,4,173
"mensa, -ae (f.)",noun,"table; course, meal; counter (of a market stall or bank)",1.2,N/A,N/A,0,747
"mensis, -is (m.)",noun,month,4.1,N/A,N/A,0,N/A
"mercator, -oris (m.)",noun,"trader, merchant",4.6,N/A,N/A,0,N/A
"mereo, -ere, -ui, -itum",verb,"to deserve, merit, be entitled to, be worthy of; earn",4.6,4.6,N/A,3,852
"metuo, -ere, -ui",verb,"to fear, be afraid, stand in fear, be apprehensive",1.2,2.2,N/A,3,429
"metus, -us (m.)",noun,"fear, dread, apprehension, anxiety",1.3,2.1,N/A,10,215
"meus, -a, -um",adjective,"of me, my, mine, belonging to me, my own",1.1,2.1,N/A,26,41
"miles, -itis (m.)",noun,soldier,5.4,5.5,N/A,1,161
"mirabilis, -e",adjective,"strange, amazing, marvelous; singular",5.1,5.1,N/A,1,N/A
"misceo, -ere, miscui, mixtum",verb,"to mix, mingle, intermingle, blend",1.3,2.2,N/A,3,425
"Misenum, -i (n.)",noun (proper),"Misenum, a town and harbor in Campania",2.1,2.1,N/A,5,N/A
"miser, -era, -erum",adjective,"wretched, unfortunate, miserable, pitiable, in distress",2.4,2.4,N/A,6,137
"mitto, -ere, misi, missum",verb,"to send, cause to go, let go, send off, dispatch",3.4,3.4,N/A,4,114
"modus, -i (m.)",noun,"measure, extent, quantity; manner, way, mode",2.4,2.4,N/A,2,195
"moenia, -ium (n. pl.)",noun,"defensive walls, ramparts, bulwarks, city walls",4.4,4.4,N/A,7,593
"mollis, -e",adjective,"yielding, flexible, supple, soft, tender, delicate, gentle, mild, pleasant",3.4,3.4,N/A,1,356
"moneo, -ere, -ui, -itum",verb,"to remind, advise, warn; teach; admonish; foretell",1.1,2.1,N/A,2,711
"mons, montis (m.)",noun,"mountain, mount, range of mountains",1.3,2.1,N/A,6,242
"monstrum, -i (n.)",noun,"divine omen, miracle; monster",3.1,3.1,N/A,3,N/A
"mora, -ae (f.)",noun,"delay, procrastination",1.4,2.2,N/A,2,399
"morior, -iri, mortuus sum",verb,"to die, expire",2.4,2.4,N/A,3,253
"moror, -ari, -atus sum",verb,"to delay, stay, wait, remain, linger",2.4,2.4,N/A,5,581
"mors, -tis (f.)",noun,death,1.3,2.1,N/A,7,95
"mos, moris (m.)",noun,"will, way, habit, manner, fashion, custom, practice",3.1,3.2,N/A,2,181
"moveo, -ere, movi, motum",verb,"to move, stir, set in motion, shake, disturb, remove",2.3,2.3,N/A,5,192
"mulier, -eris (f.)",noun,woman,3.1,3.1,N/A,1,961
"multitudo, -inis (f.)",noun,"multitude, great number; crowd; rabble, mob",5.1,N/A,N/A,0,733
"multus, -a, -um",adjective,"much, great, many",1.1,2.1,N/A,12,43
"mundus, -i (m.)",noun,"universe, world, heavens, earth",2.4,2.4,N/A,1,350
"munus, -eris (n.)",noun,"service, office, duty; gift, present",1.4,2.1,N/A,1,276
"murus, -i (m.)",noun,"wall, city wall",4.6,4.6,N/A,5,508
"Musonius, -i (m.)",noun (proper),a Roman male name (nomen – name of a Roman gens),1.2,N/A,N/A,0,N/A
"muto, -are, -avi, -atum",verb,"to move, move away, remove, change",2.4,2.4,N/A,4,315
"narro, -are, -avi, -atum",verb,"to make known, tell, relate, narrate, report, recount, set forth",3.1,3.1,N/A,4,910
"nascor, -i, natus sum",verb,"to be born, begin life, be produced, proceed, be begotten",3.6,N/A,N/A,0,266
"natura, -ae (f.)",noun,"nature, natural constitution, property, quality",1.1,2.2,N/A,2,180
"natus (gnatus), -i (m.)",noun,son,4.6,4.6,N/A,1,211
"nauta, -ae (m.)",noun,sailor,1.1,N/A,N/A,0,N/A
"navigo, -are, -avi, -atum",verb,to sail; navigate,5.3,N/A,N/A,0,N/A
"navis, -is (f.)",noun,ship,1.4,2.1,N/A,4,353
"neglego, -ere, -exi, -ectum",verb,"to disregard, neglect, ignore; do nothing about",5.6,N/A,N/A,0,N/A
"nego, -are, -avi, -atum",verb,"to say no, deny, refuse",1.2,2.2,N/A,3,294
"negotium, -i (n.)",noun,"work, business, activity, job; pain, trouble, annoyance, distress",5.4,N/A,N/A,0,846
"nemo, -inis",pronoun,"no man, no one, nobody",3.6,N/A,N/A,0,179
"nemus, -oris (n.)",noun,"tract of woodland, wood, forest, grove",5.3,5.3,6.2,4,461
"nescio, -ire, -ivi, -itum",verb,"to not know (how); be ignorant, unfamiliar, unaware, unable",5.6,N/A,N/A,0,525
"niger, -gra, -grum",adjective,"black, dark",1.2,2.1,N/A,2,634
"nobilis, -e",adjective,"that is known, well-known, famous, noted, celebrated, renowned",5.4,N/A,N/A,0,455
"nolo, nolle, nolui",verb,"to wish ... not, not to wish; be unwilling, refuse",5.4,N/A,N/A,0,458
"nomen, -inis (n.)",noun,"a means of knowing, name",5.1,5.1,N/A,5,135
"nos, nostrum/nostri, nobis, nos, nobis",pronoun,"we, us",1.2,2.3,N/A,8,51
"nosco, -ere, novi, notum",verb,"to get knowledge of, become acquainted with, come to know, learn, discern",1.4,2.1,N/A,1,347
"noster, -stra, -strum",adjective,"our, our own, ours, of us",1.2,2.3,N/A,7,52
"notus, -a, -um",adjective,"known, well known",3.4,3.5,N/A,4,477
"novus, -a, -um",adjective,"new, not old, young, fresh, recent",1.3,2.2,N/A,6,139
"nox, noctis (f.)",noun,night,2.1,2.2,N/A,14,119
"nubes, -is (f.)",noun,"cloud, mist, vapor",2.1,2.1,N/A,9,N/A
"nubila, -orum (n. pl.)",noun,"clouds, rainclouds",2.4,2.4,N/A,3,N/A
"nullus, -a, -um",adjective,"not any, none, no",1.2,3.1,N/A,3,49
"numen, -inis (n.)",noun,"nod; command, authority, divine will; divinity, deity",3.1,3.1,N/A,3,452
"numero, -are, -avi, -atum",verb,"to count, reckon, number",6.2,N/A,N/A,0,N/A
"numerus, -i (m.)",noun,number,1.4,2.1,N/A,1,338
"nuntio, -are, -avi, -atum",verb,"to announce, report, give warning; convey, deliver",2.4,2.4,N/A,1,N/A
"nuntius, -i (m.)",noun,"announcement, message; messenger",2.4,2.4,N/A,1,919
"nympha, -ae (f.)",noun,"nymph (a demi-goddess who inhabits the sea, rivers, fountains, woods, trees, and mountains)",5.1,5.1,N/A,3,N/A
"obscurus, -a, -um",adjective,"dark, dusky, shady, obscure",3.1,3.1,N/A,3,N/A
"occido, -ere, -cidi, -casum",verb,"to fall down, fall",2.1,2.1,N/A,3,N/A
"occupo, -are, -avi, -atum",verb,"to take into possession, seize, occupy, master, win",5.4,N/A,N/A,0,472
"occurro (obc-), -ere, -curri (or -cucurri), -cursum",verb,"(with dat.) to run to meet; to oppose, resist; to come to mind, occur",3.1,3.1,N/A,1,677
"oculus, -i (m.)",noun,eye,1.3,2.1,N/A,14,206
"odium, -i (n.)",noun,"hate, dislike, unpopularity",5.6,5.7,N/A,1,522
"omnis, -e",adjective,"all, every",1.1,2.1,N/A,24,18
"operio, -ire, -ui, -ertum",verb,"to cover, cover over",1.4,2.2,6.2,4,N/A
"oppidum, -i (n.)",noun,town,2.3,2.3,N/A,2,635
"ops, opis (f.)",noun,"power, might; aid, help; property, substance, wealth",4.4,4.4,N/A,2,318
